CompoundID,CompoundName,GeneSymbolOfTargets,TargetOrMechanism,Synonyms,SampleIDs,ChEMBLID,SMILES,InChIKey,DoseUnit,PubChemCID
DPC-000624,APC-100,AR,"ANTI-INFLAMMATORY AGENT, ANDROGEN RECEPTOR ANTAGONIST",,BRD:BRD-K07449869-001-01-5,,,,uM,
DPC-000625,APCK-110,KIT;STAT3,KIT INHIBITOR,,BRD:BRD-K72748448-001-01-0,,,,uM,
DPC-000626,APD597,GPR119,GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR AGONIST,,BRD:BRD-K86226872-001-01-6,,,,uM,
DPC-000627,APD668,GPR119,GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR AGONIST,,BRD:BRD-K10859802-001-01-0,,,,uM,
DPC-000628,APHIDICOLIN,,RNA SYNTHESIS INHIBITOR,,BRD:BRD-K85140930-001-12-7,,,,uM,
DPC-000629,API-001,SIGMAR1,SIGMA RECEPTOR ANTAGONIST,,BRD:BRD-K26325692-003-01-3,,,,uM,
DPC-000630,API-1,AKT1;AKT2;AKT3,AKT INHIBITOR,,BRD:BRD-K97840621-001-02-9,,,,uM,
DPC-000631,APICIDIN,,,,CTRP:61097,,,,uM,
DPC-000632,APIGENIN,AKR1B1;AR;CDK6;CFTR;CYP19A1;CYP1B1;HSD17B1,"CASEIN KINASE INHIBITOR, CELL PROLIFERATION INHIBITOR",,BRD:BRD-K01493881-001-29-4,,,,uM,
DPC-000633,APITOLISIB,,,GDC0980,GDSC1:382,,,,uM,
DPC-000634,APIXABAN,F10,COAGULATION FACTOR INHIBITOR,,BRD:BRD-K67121414-001-03-3,,,,uM,
DPC-000635,APO866,,,DAPORINAD;FK866,CTRP:418166;GDSC1:1248;GDSC2:1248,,,,uM,
DPC-000636,APOCYNIN,NOX4,NADPH OXIDASE INHIBITOR,,BRD:BRD-K64990520-001-08-4,,,,uM,
DPC-000637,APOPTOSIS-ACTIVATOR-II,BCHE;CES1,CARBOXYLESTERASE INHIBITOR,,BRD:BRD-K15164005-001-05-6,,,,uM,
DPC-000638,APR-246,TP53,P53 ACTIVATOR,PRIMA 1MET;PRIMA-1MET,BRD:BRD-A09004963-001-01-3;GDSC2:1131,,,,uM,
DPC-000639,APRACLONIDINE,ADRA1A;ADRA2A;ADRA2B;ADRA2C,ADRENERGIC RECEPTOR AGONIST,,BRD:BRD-K38911213-003-01-6,,,,uM,
DPC-000640,APRATASTAT,ADAM17;MMP1;MMP13;MMP9,"MATRIX METALLOPROTEASE INHIBITOR, TUMOR NECROSIS FACTOR PRODUCTION INHIBITOR",,BRD:BRD-K06883221-001-01-9,,,,uM,
DPC-000641,APREMILAST,PDE4A;PDE4B;PDE4C;PDE4D,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K93208532-001-02-5,,,,uM,
DPC-000642,APREPITANT,TACR1,TACHYKININ ANTAGONIST,,BRD:BRD-K65170927-001-01-6,,,,uM,
DPC-000643,APRICITABINE,,NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,,BRD:BRD-K55172746-001-01-3,,,,uM,
DPC-000644,APRINDINE,CALM1;SCN5A,VOLTAGE-GATED SODIUM CHANNEL BLOCKER,,BRD:BRD-K53236343-003-03-7,,,,uM,
DPC-000645,APRONAL,,CYTOCHROME P450 MODULATOR,,BRD:BRD-K00003524-001-01-9,,,,uM,
DPC-000646,APTIGANEL,GRIN1,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K63919159-003-07-0,,,,uM,
DPC-000647,APTO-253,KLF4,"KR""""""""UPPEL-LIKE FACTOR EXPRESSION ENHANCER, KRÃPPEL-LIKE FACTOR EXPRESSION ENHANCER",,BRD:BRD-K68003372-001-01-6,,,,uM,
DPC-000648,APY-29,ERN1,SERINE/THREONINE KINASE INHIBITOR,,BRD:BRD-K17511755-001-02-9,,,,uM,
DPC-000649,APY0201,IL12A;IL12B;PIKFYVE,PHOSPHOINOSITIDE DEPENDENT KINASE INHIBITOR,,BRD:BRD-K38627885-001-01-9,,,,uM,
DPC-000650,APYRAMIDE,,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K00004738-001-01-9,,,,uM,
DPC-000651,AQ-13,,ANTIMALARIAL AGENT,,BRD:BRD-K00003365-300-01-9,,,,uM,
DPC-000652,AQ-RA741,CHRM2,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K81729199-001-02-8,,,,uM,
DPC-000653,AQW-051,,NICOTINIC RECEPTOR AGONIST,,BRD:BRD-K00004705-001-01-9,,,,uM,
DPC-000654,AR 42,HDAC1,HDAC INHIBITOR,AR-42;AR42;HDAC-42,BRD:BRD-K13167095-001-02-9;GDSC1:272,,,,uM,
DPC-000655,AR-12,PDPK1,PHOSPHOINOSITIDE DEPENDENT KINASE INHIBITOR,OSU 03012;OSU-03012;OSU03012;PDK1 INHIBITOR AR-12,BRD:BRD-K90497590-001-04-2;GDSC1:167,,,,uM,
DPC-000656,AR-9281,,,,BRD:BRD-K00078154-001-02-9,,,,uM,
DPC-000657,AR-A014418,GSK3B,GLYCOGEN SYNTHASE KINASE INHIBITOR,,BRD:BRD-K67860401-001-05-6,,,,uM,
DPC-000658,AR-C155858,SLC16A1;SLC16A7,MONOCARBOXYLATE TRANSPORTER INHIBITOR,,BRD:BRD-K42325600-001-01-8,,,,uM,
DPC-000659,ARAMCHOL,,STEAROYL-COA DESATURASE INHIBITOR,,BRD:BRD-K00004646-001-01-9,,,,uM,
DPC-000660,ARAVA,AHR;DHODH;PTK2B,"DIHYDROOROTATE DEHYDROGENASE INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR",HWA-486;LEFLUNOMIDE;SU-101;SULOL,BRD:BRD-K78692225-001-24-5;GDSC2:1578,,,,uM,
DPC-000661,ARBIDOL,CYP3A4,CYTOCHROME P450 INHIBITOR,,BRD:BRD-K73881242-003-04-6,,,,uM,
DPC-000662,ARBUTIN,TYR,MELANIN INHIBITOR,,BRD:BRD-K08037784-001-12-6,,,,uM,
DPC-000663,ARC-239,ADRA2A;ADRA2B;ADRA2C,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K93188295-300-02-2,,,,uM,
DPC-000664,ARCTIGENIN,CHUK;MAP2K1,MEK INHIBITOR,,BRD:BRD-K53523901-001-04-4,,,,uM,
DPC-000665,ARCYRIAFLAVIN-A,CCND1;CDK4,CDK INHIBITOR,,BRD:BRD-K72726508-001-02-1,,,,uM,
DPC-000666,ARDEPARIN,SERPINC1;SERPIND1,THROMBIN INHIBITOR,,BRD:BRD-A83644949-236-01-6,,,,uM,
DPC-000667,ARECAIDINE-BUT-2-YNYL-ESTER,CHRM2,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-K63792901-075-02-1,,,,uM,
DPC-000668,ARECAIDINE-PROPARGYL-ESTER,CHRM1;CHRM2;CHRM3;CHRM4,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-K23922020-075-02-9,,,,uM,
DPC-000669,ARECOLINE,CHRM1;CHRM2;CHRM3;CHRM4,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-K88646909-004-16-2,,,,uM,
DPC-000670,ARGATROBAN,F2,THROMBIN INHIBITOR,,BRD:BRD-A48261811-001-08-1,,,,uM,
DPC-000671,ARGIRELINE,,NEUROTRANSMITTER RELEASE INHIBITOR,,BRD:BRD-K00003332-001-01-9,,,,uM,
DPC-000672,ARGLABIN,FNTA;NFKB1,FARNESYLTRANSFERASE INHIBITOR,,BRD:BRD-K62734952-001-01-0,,,,uM,
DPC-000673,ARIMOCLOMOL (MALEATE),,,,BRD:BRD-K00090627-050-01-9,,,,uM,
DPC-000674,ARIPIPRAZOLE,ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2C;HTR3A;HTR6;HTR7,"SEROTONIN RECEPTOR AGONIST, SEROTONIN RECEPTOR ANTAGONIST",,BRD:BRD-K70358946-001-15-7,,,,uM,
DPC-000675,ARIPIPRAZOLE-LAUROXIL,,SEROTONIN RECEPTOR AGONIST,,BRD:BRD-K00004574-001-01-9,,,,uM,
DPC-000676,ARMODAFINIL,SLC6A3,ADRENERGIC RECEPTOR AGONIST,,BRD:BRD-K87278688-001-01-0,,,,uM,
DPC-000677,AROFYLLINE,PDE4A,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K33852358-001-09-9,,,,uM,
DPC-000678,AROTINOLOL,ADRB3,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A28044053-001-01-7,,,,uM,
DPC-000679,ARQ-092,AKT2,AKT INHIBITOR,,BRD:BRD-K60171656-001-01-6,,,,uM,
DPC-000680,ARQ-621,KIF11,KINESIN-LIKE SPINDLE PROTEIN INHIBITOR,,BRD:BRD-K43436647-001-01-7,,,,uM,
DPC-000681,ARRY-334543,ERBB2,EGFR INHIBITOR,,BRD:BRD-K46386702-001-02-1,,,,uM,
DPC-000682,ARRY-520,,,,GDSC1:474,,,,uM,
DPC-000683,ARRY-886,MAP2K1,MEK INHIBITOR,AZD-6244;AZD6244;SELUMETINIB,BRD:BRD-K57080016-001-15-9;CTRP:348991;GDSC1:1062;GDSC1:1498,,,,uM,
DPC-000687,ARSANILIC-ACID,LYZ,,,BRD:BRD-K24179883-001-16-7,,,,uM,
DPC-000689,ARTELINIC ACID,,,,BRD:BRD-K00073067-001-02-9,,,,uM,
DPC-000690,ARTEMISININ,CYP2B6,DNA SYNTHESIS INHIBITOR,,BRD:BRD-K13112821-001-17-4,,,,uM,
DPC-000691,ARTESUNATE,,DNA SYNTHESIS INHIBITOR,,BRD:BRD-K54634444-001-05-9,,,,uM,
DPC-000692,ARTICAINE,,LOCAL ANESTHETIC,,BRD:BRD-A70514680-003-11-2,,,,uM,
DPC-000693,ARV-825,BRD4,BROMODOMAIN INHIBITOR,,BRD:BRD-A00047421-001-01-7,,,,uM,
DPC-000694,AS-1269574,GPR119,GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR AGONIST,,BRD:BRD-K07656463-001-01-5,,,,uM,
DPC-000695,AS-1892802,ROCK1,RHO ASSOCIATED KINASE INHIBITOR,,BRD:BRD-K27051047-001-01-0,,,,uM,
DPC-000696,AS-1949490,INPP5D,SHIP2 PHOSPHATASE INHIBITOR,,BRD:BRD-K61936403-001-01-7,,,,uM,
DPC-000697,AS-2034178,FFAR1,FREE FATTY ACID RECEPTOR AGONIST,,BRD:BRD-K75254015-001-01-9,,,,uM,
DPC-000698,AS-2444697,IRAK4,INTERLEUKIN INHIBITOR,,BRD:BRD-K73565918-003-02-9,,,,uM,
DPC-000699,AS-252424,PIK3CG,PI3K INHIBITOR,,BRD:BRD-K14988953-001-04-4,,,,uM,
DPC-000700,AS-604850,PIK3CA;PIK3CG,PI3K INHIBITOR,,BRD:BRD-K63915849-001-03-7,,,,uM,
DPC-000701,AS-605240,,,AS605240;KIN001-173,GDSC1:224,,,,uM,
DPC-000702,AS-703026,MAP2K1;MAP2K2,MEK INHIBITOR,,BRD:BRD-K89014967-001-04-3,,,,uM,
DPC-000703,AS-77,KCNA3;KCNA5;KCNN4,POTASSIUM CHANNEL BLOCKER,,BRD:BRD-K62427771-001-01-0,,,,uM,
DPC-000704,AS601245,,,,GDSC1:207,,,,uM,
DPC-000705,ASA-404,,ANGIOGENESIS INHIBITOR,,BRD:BRD-K27938825-001-02-4,,,,uM,
DPC-000706,ASAPIPRANT,,PROSTAGLANDIN INHIBITOR,,BRD:BRD-K00003230-001-01-9,,,,uM,
DPC-000707,ASARALDEHYDE,PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K88219015-001-10-8,,,,uM,
DPC-000708,ASC-J9,AR,ANDROGEN RECEPTOR ENHANCER,,BRD:BRD-K30331124-001-01-7;BRD:BRD-K30331124-001-04-9,,,,uM,
DPC-000709,ASCIMINIB,ABL1,allosteric inhibitor of ABL1,ABL001,BRD:BRD-K00003456-001-01-9,CHEMBL14253,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,VOVZXURTCKPRDQ-CQSZACIVSA-N,uM,72165228
DPC-000710,ASCOMYCIN,FKBP1A,CALCINEURIN INHIBITOR,,BRD:BRD-K88882192-001-03-3,,,,uM,
DPC-000711,ASCORBIC-ACID,ALKBH2;ALKBH3;BBOX1;DBH;EGLN1;EGLN2;EGLN3;KDM5D;LCT;OGFOD1;OGFOD2;P3H1;P3H2;P3H3;P4HA1;P4HTM;PAM;PHYH;PLOD1;PLOD2;PLOD3;SLC23A1;SLC23A2;TMLHE,ANTIOXIDANT,,BRD:BRD-A85242401-001-12-3,,,,uM,
DPC-000712,ASENAPINE,ADRA1A;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;DRD1;DRD2;DRD3;DRD4;HRH1;HRH2;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;HTR7,"DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",,BRD:BRD-K95260951-050-03-1,,,,uM,
DPC-000713,ASIATIC-ACID,PYGM,APOPTOSIS STIMULANT,,BRD:BRD-K35079116-001-02-5;BRD:BRD-K35079116-001-03-3,,,,uM,
DPC-000714,ASIMADOLINE,OPRK1,OPIOID RECEPTOR AGONIST,,BRD:BRD-K00003477-001-01-9,,,,uM,
DPC-000715,ASIVATREP,,TRANSIENT RECEPTOR POTENTIAL CHANNEL ANTAGONIST,,BRD:BRD-K00003138-001-01-9,,,,uM,
DPC-000716,ASP-2535,SLC6A9,GLYCINE TRANSPORTER INHIBITOR,,BRD:BRD-K07150325-001-01-7,,,,uM,
DPC-000717,ASP-4130,FLT1;FLT4;KDR;KIT;PDGFRA;PDGFRB,VEGFR INHIBITOR,AV 951;AV-951;KIL8951;KRN-951;TIVOZANIB,BRD:BRD-K53414658-001-08-2;CTRP:418170;GDSC1:312,,,,uM,
DPC-000718,ASP-6537,,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K82239282-001-02-9,,,,uM,
DPC-000719,ASP-7487,IGF1R;INSR;INSRR,IGF-1 INHIBITOR,LINSITINIB;OSI-906,BRD:BRD-K86118762-001-01-8;CTRP:705300;GDSC1:185;GDSC2:1510,,,,uM,
DPC-000720,ASP-9521,,ALDO-KETO REDUCTASE INHIBITOR,,BRD:BRD-K00003301-001-01-9,,,,uM,
DPC-000721,ASP3026,ALK,ALK TYROSINE KINASE RECEPTOR INHIBITOR,,BRD:BRD-K06542892-001-01-9,,,,uM,
DPC-000722,ASP5878,,,,BRD:BRD-K00091280-001-01-9,,,,uM,
DPC-000723,ASPARTAME,TAS1R2;TRPV1,,,BRD:BRD-K78841970-001-13-8,,,,uM,
DPC-000724,ASPIRIN,AKR1C1;ASIC3;EDNRA;HSPA5;IKBKB;NFKB1;NFKB2;NFKBIA;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG1;PRKAG2;PRKAG3;PTGS1;PTGS2;RPS6KA3;TP53,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K11433652-001-17-0,,,,uM,
DPC-000725,AST-1306,EGFR;ERBB2,EGFR INHIBITOR,,BRD:BRD-K26838195-075-04-9;GDSC1:381,,,,uM,
DPC-000726,ASTEMIZOLE,HRH1;KCNH1;KCNH2,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K37249724-001-25-7,,,,uM,
DPC-000727,ASTILBIN,,"LIKE (NRF2) ACTIVATOR, NUCLEAR FACTOR ERYTHROID DERIVED",,BRD:BRD-K44845912-001-02-9,,,,uM,
DPC-000728,ASTRAGALOSIDE-A,,"ANTI-INFLAMMATORY AGENT, ANTIINFLAMMATORY AGENT",,BRD:BRD-K08188887-001-02-4,,,,uM,
DPC-000729,ASTX660,,APOPTOSIS INHIBITOR,,BRD:BRD-K00003508-001-01-9,,,,uM,
DPC-000730,ASUNAPREVIR,,HCV INHIBITOR,,BRD:BRD-K87028197-001-01-3,,,,uM,
DPC-000731,ASYMMETRICAL-DIMETHYLARGININE,NOS2;NOS3,NITRIC OXIDE SYNTHASE INHIBITOR,,BRD:BRD-K36269323-300-02-6,,,,uM,
DPC-000732,AT-1015,HTR2A,SEROTONIN RECEPTOR ANTAGONIST,,BRD:BRD-K06496777-003-02-9,,,,uM,
DPC-000733,AT-406,,IAP ANTAGONIST,,BRD:BRD-K83030136-001-02-9;CTRP:710154,,,,uM,
DPC-000734,AT-7519,CDK1;CDK2;CDK4;CDK5;CDK6;CDK9,CDK INHIBITOR,AT7519,BRD:BRD-K13390322-001-06-3;GDSC1:219,,,,uM,
DPC-000735,AT-9283,AURKA;AURKB;JAK2;JAK3;RPS6KA6;STK17A,"AURORA KINASE INHIBITOR, JAK INHIBITOR",,BRD:BRD-K24576554-001-04-8,,,,uM,
DPC-000736,AT13148,AKT1;AKT2;AKT3;ROCK1;ROCK2;SGK3,PROTEIN KINASE INHIBITOR,,BRD:BRD-K32127727-001-04-2;GDSC2:2170,,,,uM,
DPC-000737,AT13387,HSP90AA1,"HSP ANTAGONIST, HSP INHIBITOR",,BRD:BRD-K58435339-001-03-0;CTRP:688229,,,,uM,
DPC-000738,AT7867,AKT2;GSK3B;PKIA;PRKACA,AKT INHIBITOR,,BRD:BRD-K12040459-001-06-0;CTRP:660409;GDSC1:356,,,,uM,
DPC-000739,ATALUREN,DMD,"CFTR CHANNEL AGONIST, DYSTROPHIN STIMULANT",,BRD:BRD-K94830329-001-03-0,,,,uM,
DPC-000740,ATAMPARIB,TIPARP,inhibitor of PARP7 (TIPARP),RBN-2397;S8993,BRD:BRD-K00090629-001-01-9,CHEMBL14253,CC(COCCC(=O)N1CCN(CC1)C2=NC=C(C=N2)C(F)(F)F)NC3=C(C(=O)NN=C3)C(F)(F)F,UQZCQKXJAXKZQH-LBPRGKRZSA-N,uM,146047148
DPC-000741,ATAZANAVIR,,HIV PROTEASE INHIBITOR,,BRD:BRD-K09757388-065-04-0,,,,uM,
DPC-000742,ATB-346,PTGER2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-A52551912-001-02-9,,,,uM,
DPC-000743,ATENOLOL-(+),,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K68075732-001-11-8,,,,uM,
DPC-000744,ATENOLOL-(+/-),ADRB1;ADRB2;LTF;PLA2G2E,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A20239487-001-24-9,,,,uM,
DPC-000745,ATENOLOL-(-),,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K44993696-001-12-3,,,,uM,
DPC-000746,ATGLISTATIN,,ADIPOSE TRIGLYCERIDE LIPASE INHIBITOR,,BRD:BRD-K43363084-001-01-3,,,,uM,
DPC-000747,ATICAPRANT,,OPIOID RECEPTOR ANTAGONIST,,BRD:BRD-K00003342-001-01-9,,,,uM,
DPC-000748,ATIPAMEZOLE,,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K39252998-003-01-5,,,,uM,
DPC-000749,ATIPRIMOD,JAK2;STAT3,"JAK INHIBITOR, STAT INHIBITOR",,BRD:BRD-K38527262-300-01-0,,,,uM,
DPC-000750,ATIZORAM,PDE4A;PDE4B;PDE4C;PDE4D,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K76614248-001-01-2,,,,uM,
DPC-000751,ATN-161,ITGA5;ITGAV;ITGB1;ITGB3,INTEGRIN ANTAGONIST,,BRD:BRD-K00521308-019-01-9,,,,uM,
DPC-000752,ATOMOXETINE,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;SLC6A2;SLC6A3;SLC6A4,NOREPINEPHRINE TRANSPORTER INHIBITOR,,BRD:BRD-K20141153-003-13-7,,,,uM,
DPC-000753,ATORVASTATIN,AHR;DPP4;HMGCR,HMGCR INHIBITOR,,BRD:BRD-K69726342-238-02-4;BRD:BRD-K69726342-238-05-9,,,,uM,
DPC-000754,ATOVAQUONE,DHODH,MITOCHONDRIAL ELECTRON TRANSPORT INHIBITOR,,BRD:BRD-A19795905-001-08-0,,,,uM,
DPC-000755,ATPA,GRIA2;GRIK1,GLUTAMATE RECEPTOR AGONIST,,BRD:BRD-A65145453-001-06-1,,,,uM,
DPC-000756,ATR INHIBITOR 2,,,,BRD:BRD-K00091072-001-01-9,,,,uM,
DPC-000757,ATRA,ALDH1A1;ALDH1A2;GPRC5A;NR0B1;NR2C2;PPARD;RARA;RARB;RARG;RARRES1;RORB;RORC;RXRB;RXRG,"RETINOID RECEPTOR AGONIST, RETINOID RECEPTOR LIGAND",ATRALIN;AVITA;RENOVA;TRETIN-X;TRETINOIN;VESANOID,BRD:BRD-K71879491-001-51-5;CTRP:23151;GDSC1:1009,,,,uM,
DPC-000758,ATRACTYLENOLIDE-I,,JAK INHIBITOR,,BRD:BRD-K00003732-001-01-9,,,,uM,
DPC-000759,ATRASENTAN,EDNRA,ENDOTHELIN RECEPTOR ANTAGONIST,,BRD:BRD-K16295392-003-01-3,,,,uM,
DPC-000760,ATROPINE,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-A27290375-330-01-1,,,,uM,
DPC-000761,ATROPINE-OXIDE,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K00004526-001-01-9,,,,uM,
DPC-000762,ATUVECICLIB,CDK9,inhibitor of CDK9,BAY-114357,BRD:BRD-K00003144-001-01-9,CHEMBL14253,COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C,ACWKGTGIJRCOOM-HHHXNRCGSA-N,uM,121488167
DPC-000763,AURANOFIN,IKBKB;PRDX5;TRPA1,NFKB PATHWAY INHIBITOR,,BRD:BRD-K45995181-001-04-6,,,,uM,
DPC-000764,AURORA-A-INHIBITOR-I,AURKA,AURORA KINASE INHIBITOR,,BRD:BRD-K53561341-001-07-5,,,,uM,
DPC-000765,AUSTOCYSTIN D,,,,CTRP:416775,,,,uM,
DPC-000766,AUT-1,,POTASSIUM CHANNEL ACTIVATOR,,BRD:BRD-K00005330-001-01-9,,,,uM,
DPC-000767,AUTOTAXIN-MODULATOR-1,ENPP2,AUTOTAXIN INHIBITOR,,BRD:BRD-A94640958-001-01-7,,,,uM,
DPC-000768,AUY,HSP90AA1;HSP90AB1,HSP INHIBITOR,AUY922;LUMINESPIB;NVP-AUY922;VER-52296,BRD:BRD-K41859756-001-06-8;GDSC1:194;GDSC2:1559,,,,uM,
DPC-000769,AV-412,EGFR;ERBB2,PROTEIN TYROSINE KINASE INHIBITOR,,BRD:BRD-K23190681-001-01-1,,,,uM,
DPC-000770,AV-608,TACR1,TACHYKININ ANTAGONIST,,BRD:BRD-K96615647-001-01-2,,,,uM,
DPC-000771,AVACOPAN,,COMPLEMENT INHIBITOR,,BRD:BRD-K00003256-001-01-9,,,,uM,
DPC-000772,AVADOMIDE,,ANTITUMOR AGENT,,BRD:BRD-A88644406-001-02-9,,,,uM,
DPC-000773,AVAGACESTAT,PSEN1,GAMMA SECRETASE INHIBITOR,BMS 708163;BMS-708163,BRD:BRD-K83720053-001-03-8;GDSC1:1072;GDSC1:205,,,,uM,
DPC-000774,AVANAFIL,PDE5A,PHOSPHODIESTERASE INHIBITOR,,BRD:BRD-K65781196-001-03-0,,,,uM,
DPC-000775,AVAPRITINIB,,KIT INHIBITOR,,BRD:BRD-K00003419-001-01-9,,,,uM,
DPC-000776,AVASIMIBE,CES1,ACAT INHIBITOR,,BRD:BRD-K67901620-001-02-0,,,,uM,
DPC-000777,AVATROMBOPAG,MPL,THROMBOPOIETIN RECEPTOR AGONIST,,BRD:BRD-K68544925-001-01-1,,,,uM,
DPC-000778,AVE-0991,MRGPRX1,ANGIOTENSIN RECEPTOR AGONIST,,BRD:BRD-K36154108-001-01-7,,,,uM,
DPC-000779,AVE-3085,,NITRIC OXIDE SYNTHASE STIMULANT,,BRD:BRD-K00004734-001-01-9,,,,uM,
DPC-000780,AVEX-73,,SIGMA RECEPTOR AGONIST,,BRD:BRD-K00003435-003-01-9,,,,uM,
DPC-000781,AVIBACTAM,,BETA LACTAMASE INHIBITOR,,BRD:BRD-K85882401-323-01-5,,,,uM,
DPC-000782,AVICIN D,,,,CTRP:688975,,,,uM,
DPC-000783,AVITINIB,,EGFR INHIBITOR,,BRD:BRD-K00003294-050-01-9,,,,uM,
DPC-000784,AVL-292,BTK;YES1,BRUTON'S TYROSINE KINASE (BTK) INHIBITOR,,BRD:BRD-K87782578-001-01-4,,,,uM,
DPC-000785,AVN-492,,SEROTONIN RECEPTOR ANTAGONIST,,BRD:BRD-K00003436-001-01-9,,,,uM,
DPC-000786,AVN-944,IMPDH1;IMPDH2,INOSINE MONOPHOSPHATE DEHYDROGENASE INHIBITOR,,BRD:BRD-K62196610-001-01-6,,,,uM,
DPC-000787,AVOBENZONE,TYR,"TOPICAL SUNSCREEN AGENT, UV BLOCKER",,BRD:BRD-K14401183-001-10-7,,,,uM,
DPC-000788,AVORALSTAT,,KALLIKREIN INHIBITOR,,BRD:BRD-K00003224-001-01-9,,,,uM,
DPC-000789,AVRAINVILLAMIDE,,,,CTRP:411856,,,,uM,
DPC-000790,AX-024,,CYTOKINE PRODUCTION INHIBITOR,,BRD:BRD-K00003479-003-01-9,,,,uM,
DPC-000791,TEMSIROLIMUS,MTOR;FKBP1A,inhibitor of mTOR via FKBP12 (FKBP1A),AY-22989;CCI-779;RAPAMUNE;RAPAMYCIN;SIROLIMUS;TORISEL;WY-090217,BRD:BRD-A79768653-001-12-0;BRD:BRD-K42898655-001-01-8;BRD:BRD-K84937637-001-09-9;CTRP:56703;CTRP:660358;GDSC1:1016;GDSC1:3;GDSC2:1084,CHEMBL14253,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,CBPNZQVSJQDFBE-FUXHJELOSA-N,uM,6918289
DPC-000792,AY-9944,,HEDGEHOG PATHWAY MODULATOR,,BRD:BRD-K77012840-300-01-6,,,,uM,
DPC-000793,AZ 960,JAK2,JAK INHIBITOR,AZ-960;AZ960,BRD:BRD-K64888243-001-03-7;GDSC2:1250,,,,uM,
DPC-000794,AZ-10353926,ABL1;LCK;SRC;YES1,SRC INHIBITOR,AZD-0530;AZD0530;SARACATINIB,BRD:BRD-K19540840-001-09-4;CTRP:606035;GDSC1:38,,,,uM,
DPC-000795,AZ-10417808,CASP3,CASPASE INHIBITOR,,BRD:BRD-K36258877-001-03-1,,,,uM,
DPC-000796,AZ-10606120,P2RX7,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K09907507-300-02-9,,,,uM,
DPC-000797,AZ-12080282,DHH,HEDGEHOG PATHWAY INHIBITOR,,BRD:BRD-K05973499-300-01-0,,,,uM,
DPC-000798,AZ-3146,,,,CTRP:660087,,,,uM,
